 Code ; Nom complet ; Altitude ; Accès ; WGS84 Lon D ; WGS84 Lat D 
 PE-CUS-3169 ; Abra Cerapata ;3169; PE-3S ; -71.697112 ; -13.630802 
 PE-CUS-3686 ; Abra Tica Tica ;3686; PE-3S ; -72.005828 ; -13.507904 
 PE-CUS-3727 ; Abra Huilikue ;3727; PE-3S ; -72.357133 ; -13.440287 
 PE-CUS-3784 ; Abra Ranraccasa ;3784; R1 - CU-117 ; -71.903919 ; -13.686454 
 PE-CUS-3952 ; Abra de Runkuracay ;3952; S (Inca Trail) ; -72.505311 ; -13.226737 
 PE-CUS-4015 ; Abra Acopunco ;4015; R1 - PE-3SG ; -72.13333 ; -14.260946 
 PE-CUS-4059 ; Abra Pabellón ;4059; HS ; -72.953615 ; -13.312586 
 PE-CUS-4083 ; Abra Hullcacunca ;4083; R ; -72.068727 ; -13.714169 
 PE-CUS-4141 ; Abra Yuraccasa ;4141; R1 - PE-34F ; -71.315662 ; -14.506578 
 PE-CUS-4186 ; Abra Cuyuni ;4186; PE-30C ; -71.589317 ; -13.636134 
 PE-CUS-4210 ; Abra de Huarmihuañusca ;4210; S (Inca Trail) ; -72.484047 ; -13.243036 
 PE-CUS-4261 ; Abra Yahuritanca ;4261; HS ; -72.224916 ; -13.086648 
 PE-CUS-4262 ; Abra Maraynyloc ;4262; R1 - PE-3SG ; -71.793798 ; -14.534963 
 PE-CUS-4319 ; Abra Mataracocha ;4319; R1 - PE-3SG ; -71.007681 ; -14.977458 
 PE-CUS-4333 ; Abra La Raya ;4333; PE-3S ; -70.992867 ; -14.481031 
